start_time,end_time,start_minute,end_minute,duration
04:05,05:15,245,315,70
04:25,04:54,265,294,29
04:48,06:06,288,366,78
05:33,06:50,333,410,77
05:40,07:10,340,430,90
06:17,07:00,377,420,43
06:19,07:25,379,445,66
06:24,07:26,384,446,62
06:38,07:28,398,448,50
06:50,07:55,410,475,65
06:52,07:28,412,448,36
07:04,07:48,424,468,44
07:04,07:56,424,476,52
07:07,08:15,427,495,68
07:29,08:44,449,524,75
07:30,08:31,450,511,61
07:50,08:45,470,525,55
08:14,08:59,494,539,45
08:16,08:56,496,536,40
08:22,08:59,502,539,37
08:41,10:01,521,601,80
09:00,09:45,540,585,45
09:06,10:20,546,620,74
09:10,10:05,550,605,55
09:13,10:07,553,607,54
09:28,10:00,568,600,32
09:36,10:48,576,648,72
09:51,10:45,591,645,54
10:06,10:59,606,659,53
10:09,11:35,609,695,86
10:12,10:36,612,636,24
10:33,11:55,633,715,82
10:38,11:44,638,704,66
10:46,11:35,646,695,49
10:50,11:42,650,702,52
11:01,12:02,661,722,61
11:09,12:08,669,728,59
11:26,12:39,686,759,73
11:35,12:27,695,747,52
12:22,13:25,742,805,63
12:27,13:57,747,837,90
13:26,13:46,806,826,20
14:14,15:44,854,944,90
14:34,15:49,874,949,75
14:38,15:40,878,940,62
14:39,15:23,879,923,44
14:53,15:22,893,922,29
14:58,16:05,898,965,67
15:17,16:00,917,960,43
15:34,16:18,934,978,44
15:38,16:22,938,982,44
15:53,16:24,953,984,31
15:55,16:56,955,1016,61
15:58,16:53,958,1013,55
16:00,16:59,960,1019,59
16:08,16:41,968,1001,33
16:18,17:25,978,1045,67
16:25,17:01,985,1021,36
16:31,17:53,991,1073,82
16:32,17:23,992,1043,51
16:36,17:54,996,1074,78
16:38,17:53,998,1073,75
16:43,17:50,1003,1070,67
16:44,17:36,1004,1056,52
16:50,17:54,1010,1074,64
16:58,18:08,1018,1088,70
17:06,17:26,1026,1046,20
17:07,17:50,1027,1070,43
17:08,18:02,1028,1082,54
17:15,18:15,1035,1095,60
17:18,17:44,1038,1064,26
17:26,18:06,1046,1086,40
17:28,18:34,1048,1114,66
17:29,18:21,1049,1101,52
17:38,18:15,1058,1095,37
17:40,18:25,1060,1105,45
17:41,18:24,1061,1104,43
17:48,18:33,1068,1113,45
18:01,18:50,1081,1130,49
18:13,19:06,1093,1146,53
18:14,19:21,1094,1161,67
18:19,18:39,1099,1119,20
18:26,19:17,1106,1157,51
18:27,19:57,1107,1197,90
18:29,19:01,1109,1141,32
18:29,19:30,1109,1170,61
18:45,19:47,1125,1187,62
19:04,20:00,1144,1200,56
19:10,19:55,1150,1195,45
19:14,20:20,1154,1220,66
19:26,20:14,1166,1214,48
19:29,20:09,1169,1209,40
19:49,20:23,1189,1223,34
20:50,21:42,1250,1302,52
20:53,22:09,1253,1329,76
21:01,21:31,1261,1291,30
21:13,21:47,1273,1307,34
21:15,22:23,1275,1343,68
21:15,22:25,1275,1345,70
21:58,23:02,1318,1382,64
