start_time,end_time,start_minute,end_minute,duration
04:24,05:32,264,332,68
04:33,05:32,273,332,59
04:35,05:46,275,346,71
04:39,05:28,279,328,49
04:49,05:49,289,349,60
04:49,05:36,289,336,47
04:50,05:45,290,345,55
05:18,06:29,318,389,71
05:20,06:14,320,374,54
05:30,06:21,330,381,51
05:39,06:54,339,414,75
05:55,06:55,355,415,60
06:00,06:49,360,409,49
06:25,07:48,385,468,83
06:28,06:56,388,416,28
06:38,07:13,398,433,35
06:45,08:07,405,487,82
06:48,07:54,408,474,66
07:00,08:23,420,503,83
07:02,07:22,422,442,20
07:04,07:24,424,444,20
07:06,08:14,426,494,68
07:06,08:15,426,495,69
07:10,08:07,430,487,57
07:12,08:14,432,494,62
07:19,08:32,439,512,73
07:22,08:30,442,510,68
07:24,07:59,444,479,35
07:25,08:08,445,488,43
07:29,08:18,449,498,49
07:35,08:29,455,509,54
07:37,08:31,457,511,54
07:38,08:48,458,528,70
07:38,09:08,458,548,90
07:40,08:07,460,487,27
07:47,08:42,467,522,55
07:47,08:24,467,504,37
07:49,08:44,469,524,55
07:53,08:35,473,515,42
07:56,09:26,476,566,90
07:57,08:23,477,503,26
08:00,08:43,480,523,43
08:06,09:36,486,576,90
08:13,09:11,493,551,58
08:15,09:13,495,553,58
08:24,09:29,504,569,65
08:26,09:08,506,548,42
08:29,09:32,509,572,63
08:29,09:33,509,573,64
08:31,09:04,511,544,33
08:33,09:54,513,594,81
08:34,10:00,514,600,86
08:36,09:57,516,597,81
08:37,09:34,517,574,57
08:38,09:58,518,598,80
08:49,10:19,529,619,90
09:09,10:28,549,628,79
09:12,09:48,552,588,36
09:14,10:07,554,607,53
09:19,10:30,559,630,71
09:20,10:16,560,616,56
09:24,10:54,564,654,90
09:26,09:55,566,595,29
09:31,10:15,571,615,44
09:49,11:05,589,665,76
09:50,10:58,590,658,68
09:57,10:59,597,659,62
09:58,10:35,598,635,37
09:58,11:28,598,688,90
10:00,10:55,600,655,55
10:03,10:25,603,625,22
10:06,11:13,606,673,67
10:07,11:00,607,660,53
10:15,11:10,615,670,55
10:24,10:57,624,657,33
10:25,11:33,625,693,68
10:26,11:01,626,661,35
10:39,12:09,639,729,90
10:46,11:15,646,675,29
10:47,11:36,647,696,49
10:49,12:19,649,739,90
10:49,11:38,649,698,49
10:54,12:03,654,723,69
11:00,11:52,660,712,52
11:01,11:29,661,689,28
11:16,12:05,676,725,49
11:17,12:07,677,727,50
11:28,12:23,688,743,55
11:33,12:16,693,736,43
11:53,12:47,713,767,54
12:43,14:05,763,845,82
13:02,13:38,782,818,36
13:53,14:49,833,889,56
14:44,15:59,884,959,75
14:52,15:37,892,937,45
15:15,16:32,915,992,77
15:18,16:04,918,964,46
15:23,16:13,923,973,50
15:28,16:25,928,985,57
15:31,15:54,931,954,23
15:34,16:15,934,975,41
15:34,16:29,934,989,55
16:14,17:09,974,1029,55
16:26,17:51,986,1071,85
16:26,17:12,986,1032,46
16:32,17:27,992,1047,55
16:34,17:34,994,1054,60
16:38,17:43,998,1063,65
16:42,17:49,1002,1069,67
16:47,17:55,1007,1075,68
16:56,17:58,1016,1078,62
17:17,18:21,1037,1101,64
17:20,18:17,1040,1097,57
17:20,18:18,1040,1098,58
17:23,17:58,1043,1078,35
17:28,18:01,1048,1081,33
17:31,18:21,1051,1101,50
17:33,18:11,1053,1091,38
17:36,18:47,1056,1127,71
17:42,18:28,1062,1108,46
17:49,19:00,1069,1140,71
17:51,18:34,1071,1114,43
18:06,19:32,1086,1172,86
18:25,19:26,1105,1166,61
18:35,19:20,1115,1160,45
18:43,19:54,1123,1194,71
18:44,19:41,1124,1181,57
18:49,19:22,1129,1162,33
19:08,20:09,1148,1209,61
19:11,19:48,1151,1188,37
19:12,20:03,1152,1203,51
19:19,20:22,1159,1222,63
19:27,20:19,1167,1219,52
19:30,19:50,1170,1190,20
19:34,20:37,1174,1237,63
19:40,20:00,1180,1200,20
19:41,20:47,1181,1247,66
20:05,21:35,1205,1295,90
20:17,21:24,1217,1284,67
20:28,21:47,1228,1307,79
20:39,21:50,1239,1310,71
20:54,21:56,1254,1316,62
21:04,22:26,1264,1346,82
21:04,21:46,1264,1306,42
21:13,21:35,1273,1295,22
21:13,22:09,1273,1329,56
21:45,22:25,1305,1345,40
21:48,22:45,1308,1365,57
21:52,22:56,1312,1376,64
21:54,22:53,1314,1373,59
