start_time,end_time,start_minute,end_minute,duration
04:09,05:29,249,329,80
04:15,05:03,255,303,48
04:24,05:47,264,347,83
05:12,05:32,312,332,20
05:26,06:15,326,375,49
06:32,07:35,392,455,63
07:07,07:27,427,447,20
07:19,08:34,439,514,75
07:24,08:01,444,481,37
07:34,08:35,454,515,61
07:45,08:21,465,501,36
07:46,09:14,466,554,88
07:54,09:02,474,542,68
08:12,09:42,492,582,90
08:20,09:09,500,549,49
08:24,09:12,504,552,48
09:33,10:41,573,641,68
10:45,11:09,645,669,24
11:28,12:54,688,774,86
11:49,13:00,709,780,71
11:54,13:08,714,788,74
12:07,12:46,727,766,39
12:22,13:39,742,819,77
13:07,13:54,787,834,47
13:21,13:46,801,826,25
13:28,14:54,808,894,86
14:16,14:36,856,876,20
14:33,15:45,873,945,72
14:56,15:57,896,957,61
15:16,16:08,916,968,52
16:00,17:22,960,1042,82
17:08,17:39,1028,1059,31
17:10,18:11,1030,1091,61
17:20,18:09,1040,1089,49
18:07,18:49,1087,1129,42
18:16,19:18,1096,1158,62
18:30,19:35,1110,1175,65
18:32,19:08,1112,1148,36
18:36,19:32,1116,1172,56
18:38,19:54,1118,1194,76
18:46,19:20,1126,1160,34
18:54,19:14,1134,1154,20
19:01,19:38,1141,1178,37
19:46,20:27,1186,1227,41
20:16,21:21,1216,1281,65
20:18,21:15,1218,1275,57
20:36,21:06,1236,1266,30
21:03,21:38,1263,1298,35
21:19,22:22,1279,1342,63
21:33,22:48,1293,1368,75
