start_time,end_time,start_minute,end_minute,duration
07:06,07:50,426,470,44
07:07,07:27,427,447,20
07:19,08:36,439,516,77
07:23,08:33,443,513,70
07:58,09:10,478,550,72
08:08,09:07,488,547,59
08:14,09:12,494,552,58
08:24,09:35,504,575,71
08:32,09:39,512,579,67
08:37,09:22,517,562,45
08:43,09:24,523,564,41
09:06,09:40,546,580,34
09:51,10:36,591,636,45
10:27,11:14,627,674,47
10:39,11:37,639,697,58
10:42,11:36,642,696,54
10:49,11:45,649,705,56
11:10,12:15,670,735,65
11:57,12:56,717,776,59
12:24,13:54,744,834,90
12:42,13:52,762,832,70
14:09,14:37,849,877,28
14:37,15:07,877,907,30
14:43,15:48,883,948,65
15:23,15:43,923,943,20
15:29,16:12,929,972,43
15:34,16:38,934,998,64
15:36,15:56,936,956,20
15:42,16:25,942,985,43
16:18,17:48,978,1068,90
16:28,17:27,988,1047,59
16:43,17:27,1003,1047,44
16:45,17:14,1005,1034,29
17:02,18:13,1022,1093,71
17:11,18:06,1031,1086,55
17:15,18:08,1035,1088,53
17:19,18:37,1039,1117,78
17:20,18:23,1040,1103,63
17:30,18:32,1050,1112,62
17:34,18:35,1054,1115,61
17:45,18:07,1065,1087,22
17:56,18:58,1076,1138,62
18:24,19:06,1104,1146,42
18:33,19:18,1113,1158,45
18:34,19:30,1114,1170,56
19:04,19:52,1144,1192,48
19:19,19:50,1159,1190,31
19:23,20:40,1163,1240,77
20:35,21:32,1235,1292,57
20:54,21:36,1254,1296,42
