start_time,end_time,start_minute,end_minute,duration
04:14,04:53,254,293,39
05:58,07:05,358,425,67
06:36,07:15,396,435,39
07:10,08:40,430,520,90
07:43,08:42,463,522,59
07:46,08:29,466,509,43
07:49,08:11,469,491,22
07:53,08:54,473,534,61
08:19,08:58,499,538,39
08:24,09:24,504,564,60
08:31,09:27,511,567,56
08:47,09:42,527,582,55
09:22,09:42,562,582,20
09:34,10:04,574,604,30
09:51,10:56,591,656,65
09:57,10:21,597,621,24
10:56,11:43,656,703,47
11:29,12:32,689,752,63
11:56,12:33,716,753,37
12:05,13:18,725,798,73
12:23,13:25,743,805,62
12:26,12:59,746,779,33
12:48,13:10,768,790,22
13:42,14:13,822,853,31
14:04,15:34,844,934,90
14:26,15:26,866,926,60
15:06,15:36,906,936,30
15:21,16:40,921,1000,79
15:55,17:09,955,1029,74
16:11,16:54,971,1014,43
16:38,17:34,998,1054,56
16:40,17:35,1000,1055,55
16:42,17:50,1002,1070,68
16:48,17:29,1008,1049,41
17:29,18:50,1049,1130,81
17:53,18:58,1073,1138,65
17:56,18:56,1076,1136,60
18:21,19:11,1101,1151,50
18:22,19:36,1102,1176,74
18:51,19:58,1131,1198,67
18:57,19:36,1137,1176,39
19:04,20:06,1144,1206,62
19:09,19:51,1149,1191,42
19:15,20:24,1155,1224,69
19:56,20:37,1196,1237,41
20:02,20:56,1202,1256,54
20:27,21:20,1227,1280,53
20:43,21:44,1243,1304,61
21:18,21:47,1278,1307,29
21:26,22:30,1286,1350,64
